COPY 1/60/61	TranskribusXML/p107.xml	N	C15163811	KPBLDIWLYAKAGQCIQHRWPXAY
COPY 1/60/62	TranskribusXML/p108.xml	Y	C15163812	VKCUBNGCZFNTPQHGASJUEMBX
COPY 1/60/62	TranskribusXML/p109.xml	N	C15163812	VHNLRLGHCATZLLPDLQZGEMRU
COPY 1/60/62	TranskribusXML/p110.xml	N	C15163812	REWAVZFEBDPOVXKFNKXLLXEU
COPY 1/60/63	TranskribusXML/p111.xml	N	C15163813	HQIFTRPLPOBBFWLCNRBGVMSE
COPY 1/60/64	TranskribusXML/p112.xml	N	C15163814	ZBLKRTFHOBRHIMYNPWGCSSQR
COPY 1/60/65	TranskribusXML/p113.xml	Y	C15163815	GQTXUZPBZDUCIAGXPMNMKKKO
COPY 1/60/65	TranskribusXML/p114.xml	N	C15163815	QYDVRVJFJMWMNJSOEZRSUCIS
COPY 1/60/66	TranskribusXML/p115.xml	Y	C15163816	JHLUVKBAIBPGYKSVGUJOARKN
COPY 1/60/66	TranskribusXML/p116.xml	N	C15163816	BJNAQGMNJCLUMBJLVABWXLPG
COPY 1/60/66	TranskribusXML/p117.xml	N	C15163816	JXMIFYIWGTNCIZJRHOFDCGJJ
COPY 1/60/67	TranskribusXML/p118.xml	Y	C15163817	DXCAJFYIFVHTPYVVMJSTGGQI
COPY 1/60/67	TranskribusXML/p119.xml	N	C15163817	INRNTYNSXJLBUDCBTCMDVACQ
COPY 1/60/68	TranskribusXML/p120.xml	Y	C15163818	KCSYHMMAQIOOHFHJUMTYZTIM
COPY 1/60/68	TranskribusXML/p121.xml	N	C15163818	NIWWCOTPAPXCGEVYOUIAIHYA
COPY 1/60/69	TranskribusXML/p122.xml	Y	C15163819	AYURNWRTDWDGOWIBHOYQPGGJ
COPY 1/60/69	TranskribusXML/p123.xml	N	C15163819	VCCZECGZHRBFOSEZNXBETAAN
COPY 1/60/70	TranskribusXML/p124.xml	Y	C15163820	IEGCPLKDOXKNKFVXRXLJZKSH
COPY 1/60/70	TranskribusXML/p125.xml	N	C15163820	CROMNZWXSPHQDWUBPAOETDLJ
COPY 1/60/71	TranskribusXML/p126.xml	N	C15163821	ZGJMQIMSHLSSOSGTJFGXOVYF
COPY 1/60/72	TranskribusXML/p127.xml	Y	C15163822	CCMTALHCIOFBTMAUZBNLZNZU
COPY 1/60/72	TranskribusXML/p128.xml	N	C15163822	ZJTVZUARNUXJDPELGKTZWXOK
COPY 1/60/73	TranskribusXML/p129.xml	Y	C15163823	WGACRKZJZRDBOYHFZUOXQEDK
COPY 1/60/73	TranskribusXML/p130.xml	N	C15163823	ISXJLIQRVULPYJDCKIDIDDAB
COPY 1/60/74	TranskribusXML/p131.xml	Y	C15163824	PWKJJNOGBHYFKWAZEFIJFPYH
COPY 1/60/74	TranskribusXML/p132.xml	N	C15163824	KOCNGTWBYEWQSOFPFLZTQZKI
COPY 1/60/75	TranskribusXML/p133.xml	Y	C15163825	QYGBXZGJVCMOSAIRFEVHLIUC
COPY 1/60/75	TranskribusXML/p134.xml	N	C15163825	IUDVKMNPHINWBUDEQOUZXCJU
COPY 1/60/76	TranskribusXML/p135.xml	Y	C15163826	JFPZGJSQLZKZMCXAWISFOCVL
COPY 1/60/77	TranskribusXML/p136.xml	Y	C15163827	AEQJFVXFHJRPCQFAVRRQGCNC
COPY 1/60/78	TranskribusXML/p137.xml	Y	C15163828	LZYFPGBHGKOBZURWRHXOHHTT
COPY 1/60/78	TranskribusXML/p138.xml	N	C15163828	ZEDIZEVHAYGIGNPONYIVZXNP
COPY 1/60/79	TranskribusXML/p139.xml	Y	C15163829	XUPRKXRCRRRUSQWWPHZEKTLU
COPY 1/60/79	TranskribusXML/p140.xml	N	C15163829	WZPAMFNFRIUKYKMMJKCYDWQI
COPY 1/60/80	TranskribusXML/p141.xml	Y	C15163830	NFMRSMMNAEEXDELUWSNSGZLX
COPY 1/60/80	TranskribusXML/p142.xml	N	C15163830	EHKFTFRYBHURXJRGNDZCDKKH
COPY 1/60/81	TranskribusXML/p143.xml	Y	C15163831	YFPEESMQBWKYUPHQSPLABLKD
COPY 1/60/81	TranskribusXML/p144.xml	N	C15163831	PDWXNCBJBNQASQZFNCQOLGMK
COPY 1/60/82	TranskribusXML/p145.xml	Y	C15163832	SEKEUPTZOZFNISQELWXWIVME
COPY 1/60/82	TranskribusXML/p146.xml	N	C15163832	KGSALKFFRWGMSQJCZYVHPZWC
COPY 1/60/83	TranskribusXML/p147.xml	Y	C15163833	OVAXSENBJUSSBTATSCPJCSSS
COPY 1/60/83	TranskribusXML/p148.xml	N	C15163833	MLWWQYNKHWHOUAADQPBUGHZT
COPY 1/60/84	TranskribusXML/p149.xml	Y	C15163834	FOPMIXCVWYXSOXYQVMNJVPCV
COPY 1/60/84	TranskribusXML/p150.xml	Y	C15163834	EYUSWDXLIBFRHULKKXJIUHER
COPY 1/60/84	TranskribusXML/p151.xml	N	C15163834	OLKBAQLHEIFWGFKRYVPHRQRE
COPY 1/60/85	TranskribusXML/p152.xml	Y	C15163835	MKITMDCWQBVXZGIEIXFNEQFN
COPY 1/60/86	TranskribusXML/p153.xml	Y	C15163836	TTIRHMFMCXZTGERFUCJITVPK
COPY 1/60/86	TranskribusXML/p154.xml	N	C15163836	BEXKAUBBNRSPWXAIYRXTILEM
COPY 1/60/87	TranskribusXML/p155.xml	Y	C15163837	ZZYMWVGDNYUNCVAHLTTUXZJS
COPY 1/60/87	TranskribusXML/p156.xml	N	C15163837	AVIFKGAMUMHPQVNAYIPAKALV
COPY 1/60/88	TranskribusXML/p157.xml	Y	C15163838	IYSECKRXLHJAYCOXAXQQMTEV
COPY 1/60/88	TranskribusXML/p158.xml	N	C15163838	WHUMOIHOLDEREUMGGOPRWQXF
COPY 1/60/89	TranskribusXML/p159.xml	Y	C15163839	TBFLJOUBJXPOGSTWWZBPSIQE
COPY 1/60/89	TranskribusXML/p160.xml	N	C15163839	YCDYEKDOKVRGSGYEKHYQCMCL
COPY 1/60/90	TranskribusXML/p161.xml	Y	C15163840	FJHQZCZTMDXRFVAIUYOWCIPT
COPY 1/60/90	TranskribusXML/p162.xml	N	C15163840	ZATDPJUFFZRKCWBHUJFPHEDY
COPY 1/60/91	TranskribusXML/p163.xml	Y	C15163841	NAZGRKYOJDDHVKIAKDYXKRNV
COPY 1/60/91	TranskribusXML/p164.xml	N	C15163841	KIMVEWIKGJJPTQDPGKAMNYVI
COPY 1/60/92	TranskribusXML/p165.xml	Y	C15163842	MWZGUPSKLXPTXLOZNXPLUJDJ
COPY 1/60/92	TranskribusXML/p166.xml	N	C15163842	UMQKGKPBGMGOQLVAYNVTCIZN
COPY 1/60/93	TranskribusXML/p167.xml	Y	C15163843	HSDJNLTZAXLEPTYNWNNBSLFN
COPY 1/60/93	TranskribusXML/p168.xml	N	C15163843	ZKLHLIIWFJRPHSLQAQSWQJWU
COPY 1/60/94	TranskribusXML/p169.xml	Y	C15163844	CXKFEIPADPRTPPRYECJJMBFH
COPY 1/60/94	TranskribusXML/p170.xml	N	C15163844	YCNFDHRYASYXGDYESXPOKOOA
COPY 1/60/95	TranskribusXML/p171.xml	Y	C15163845	YBWUQAXDMJBZWVHSVOEKUWJW
COPY 1/60/95	TranskribusXML/p172.xml	N	C15163845	RZFVBEYKJEJFTOBAOVOIWQQN
COPY 1/60/96	TranskribusXML/p173.xml	Y	C15163846	UEAZPTUEOBYQJXYEEALHREIS
COPY 1/60/96	TranskribusXML/p174.xml	N	C15163846	THIZXGFOGRJKOTTBKGCVCXQZ
COPY 1/60/97	TranskribusXML/p175.xml	Y	C15163847	ERYVFBTTRGSRCWRYAKZQNKZE
COPY 1/60/97	TranskribusXML/p176.xml	N	C15163847	ZLKMKJQTZIZRZVGHJRHNTYUR
COPY 1/60/98	TranskribusXML/p177.xml	Y	C15163848	WXFDRFRAZYMZYEGNQKRMFRAU
COPY 1/60/98	TranskribusXML/p178.xml	N	C15163848	CVSLOPZCBUQFXZEVFWRNHXZR
COPY 1/60/99	TranskribusXML/p179.xml	Y	C15163849	YRXSYZMFRZTUMCMSIDQJTRFJ
COPY 1/60/99	TranskribusXML/p180.xml	N	C15163849	HMPTKKTYAIVUGALOLYYQXBMQ
COPY 1/60/100	TranskribusXML/p181.xml	Y	C15163850	TGSHSALNDOFLILKSYKOVOUTO
COPY 1/60/100	TranskribusXML/p182.xml	N	C15163850	YCNLFOEYDEMZADMEAORMMHEY
COPY 1/60/101	TranskribusXML/p183.xml	Y	C15163851	HWWNMDXVRCXYYFADEFFDJJCB
COPY 1/60/101	TranskribusXML/p184.xml	N	C15163851	DHUZJDIRFDVNCVYLHMUSEXBR
COPY 1/60/102	TranskribusXML/p185.xml	Y	C15163852	TYIVDBUDTYOLHOBPOLHVXIZS
COPY 1/60/102	TranskribusXML/p186.xml	N	C15163852	DOKXWQUJEPNGPDTJTHZVVPOS
COPY 1/60/103	TranskribusXML/p187.xml	N	C15163853	EEFRMOZFMSKPXUJTFVWMZHBA
COPY 1/60/104	TranskribusXML/p188.xml	Y	C15163854	VWIOMKVNPWPFLNNKDHFNBZPM
COPY 1/60/104	TranskribusXML/p189.xml	N	C15163854	HAFLQXYVPRRPRDMGORIGYJPT
COPY 1/60/105	TranskribusXML/p190.xml	Y	C15163855	TCREAFSIFAJKIIGFNVWQFFGE
COPY 1/60/105	TranskribusXML/p191.xml	N	C15163855	WEJQVEZMKZJGCDNXIUZWYTOO
COPY 1/60/106	TranskribusXML/p192.xml	Y	C15163856	YKYGEBBSNPKHUKWSSCXBTOJP
